0.114875937160123-0.574379685800613i,-0.268043853373619+1.11046739254785i,0.804131560120858+0.650963643907361i,1.0338834344411+0.0382919790533742i,0.727547602014109-0.191459895266871i,0.421211769587116+1.11046739254785i,-1.11046739254785+0.880715518227606i,1.1870513506546+0.191459895266871i,-0.114875937160123+0.880715518227606i,-0.344627811480368-0.114875937160123i,0.191459895266871+1.0338834344411i,-1.11046739254785+0.880715518227606i,1.0338834344411-0.497795727693864i,-0.650963643907361+0.191459895266871i,0.191459895266871+0.114875937160123i
0.268043853373619+0.957299476334354i,0.574379685800613+0.880715518227606i,0.574379685800613-0.497795727693864i,0.880715518227606-1.11046739254785i,0.0382919790533742-1.0338834344411i,0.650963643907361+0.421211769587116i,1.1870513506546-0.268043853373619i,1.0338834344411+1.1870513506546i,-1.1870513506546+0.191459895266871i,0.650963643907361+0.421211769587116i,0.957299476334354-0.114875937160123i,0.0382919790533742-0.574379685800613i,0.574379685800613+0.880715518227606i,-0.0382919790533742+0.0382919790533742i,-0.0382919790533742-0.574379685800613i
0.114875937160123+0.191459895266871i,-0.650963643907361+0.0382919790533742i,0.0382919790533742+0.268043853373619i,0.0382919790533742+0.804131560120858i,-0.650963643907361+0.0382919790533742i,0.727547602014109+0.880715518227606i,1.11046739254785+1.0338834344411i,1.1870513506546+0.957299476334354i,-0.650963643907361+0.957299476334354i,1.1870513506546+0.957299476334354i,0.650963643907361-0.497795727693864i,0.727547602014109+0.497795727693864i,-0.268043853373619-0.268043853373619i,-0.421211769587116+0.727547602014109i,-0.880715518227606-0.268043853373619i
-1.0338834344411-0.957299476334354i,-0.114875937160123-0.880715518227606i,0.727547602014109+0.191459895266871i,0.804131560120858-0.957299476334354i,0.574379685800613-1.0338834344411i,0.114875937160123+0.191459895266871i,0.114875937160123-0.268043853373619i,0.191459895266871-0.191459895266871i,0.650963643907361-0.344627811480368i,-0.804131560120858+1.11046739254785i,-0.268043853373619+0.804131560120858i,1.0338834344411-1.1870513506546i,-0.727547602014109-0.880715518227606i,0.344627811480368+0.957299476334354i,0.421211769587116+0.804131560120858i
0.114875937160123-1.1870513506546i,0.344627811480368-0.191459895266871i,0.497795727693864-0.880715518227606i,-0.650963643907361+0.344627811480368i,0.727547602014109-0.268043853373619i,-1.11046739254785+0.497795727693864i,0.344627811480368-0.114875937160123i,-0.0382919790533742+0.191459895266871i,0.0382919790533742-0.727547602014109i,0.804131560120858-1.0338834344411i,0.114875937160123+0.268043853373619i,-0.0382919790533742-0.344627811480368i,-0.957299476334354-0.114875937160123i,-0.804131560120858+0.344627811480368i,0.344627811480368+0.344627811480368i
-0.880715518227606+0.727547602014109i,-1.0338834344411-0.804131560120858i,-0.497795727693864+0.268043853373619i,-0.880715518227606+0.574379685800613i,-0.727547602014109-0.344627811480368i,-0.0382919790533742+0.421211769587116i,-0.727547602014109+0.804131560120858i,-0.880715518227606-1.11046739254785i,-0.421211769587116-0.804131560120858i,0.421211769587116+0.727547602014109i,0.804131560120858+0.650963643907361i,0.727547602014109-0.0382919790533742i,-0.421211769587116+0.421211769587116i,0.727547602014109-0.957299476334354i,0.650963643907361+0.957299476334354i
-1.1870513506546-0.880715518227606i,0.191459895266871-0.497795727693864i,0.421211769587116-0.650963643907361i,1.0338834344411-0.650963643907361i,-0.804131560120858+0.114875937160123i,0.804131560120858-0.880715518227606i,-1.0338834344411-1.0338834344411i,-0.727547602014109+0.344627811480368i,-0.114875937160123+0.650963643907361i,-0.421211769587116+0.880715518227606i,0.191459895266871-0.650963643907361i,-0.574379685800613-1.11046739254785i,0.650963643907361-0.880715518227606i,0.421211769587116+0.191459895266871i,-1.1870513506546+0.421211769587116i
0.421211769587116-0.268043853373619i,-0.804131560120858-1.11046739254785i,0.114875937160123-0.497795727693864i,-0.727547602014109-0.957299476334354i,1.0338834344411-0.727547602014109i,0.421211769587116-0.191459895266871i,1.1870513506546-0.804131560120858i,0.421211769587116-0.114875937160123i,0.574379685800613+0.957299476334354i,1.1870513506546+0.804131560120858i,-0.574379685800613-1.0338834344411i,-1.11046739254785+0.421211769587116i,0.268043853373619-1.0338834344411i,0.344627811480368-1.1870513506546i,0.191459895266871-0.574379685800613i
0.114875937160123+0.650963643907361i,0.114875937160123+0.0382919790533742i,-0.0382919790533742-1.1870513506546i,-0.191459895266871-1.1870513506546i,0.114875937160123+0.344627811480368i,0.804131560120858-0.344627811480368i,-0.727547602014109+0.804131560120858i,-0.957299476334354-1.0338834344411i,-0.0382919790533742+0.650963643907361i,-0.114875937160123-0.268043853373619i,0.804131560120858+1.0338834344411i,1.0338834344411-0.957299476334354i,0.114875937160123-0.880715518227606i,0.344627811480368-0.804131560120858i,0.804131560120858-0.191459895266871i
0.114875937160123+0.727547602014109i,-0.268043853373619-0.880715518227606i,-1.0338834344411-0.650963643907361i,0.344627811480368-0.191459895266871i,1.11046739254785-1.1870513506546i,-0.344627811480368-0.191459895266871i,-0.574379685800613-0.0382919790533742i,-0.344627811480368-1.0338834344411i,-1.0338834344411+1.1870513506546i,0.421211769587116-0.114875937160123i,-0.727547602014109+0.191459895266871i,-1.1870513506546+0.0382919790533742i,-0.804131560120858-0.0382919790533742i,-0.344627811480368+0.804131560120858i,-1.1870513506546-1.0338834344411i
0.421211769587116-0.650963643907361i,-0.0382919790533742-0.191459895266871i,-0.804131560120858-0.268043853373619i,1.1870513506546+1.11046739254785i,-0.650963643907361-0.804131560120858i,0.421211769587116-0.650963643907361i,-0.804131560120858-0.191459895266871i,0.574379685800613-0.268043853373619i,-0.957299476334354+0.421211769587116i,0.114875937160123+0.191459895266871i,-0.268043853373619+0.114875937160123i,-0.727547602014109+0.804131560120858i,0.421211769587116-0.804131560120858i,0.0382919790533742+0.421211769587116i,-0.574379685800613+0.650963643907361i
-1.1870513506546-0.727547602014109i,0.957299476334354-0.191459895266871i,0.114875937160123-0.344627811480368i,-0.497795727693864+0.114875937160123i,0.191459895266871+0.268043853373619i,-0.191459895266871+1.0338834344411i,-1.0338834344411-1.11046739254785i,-0.421211769587116+0.114875937160123i,-1.11046739254785+0.650963643907361i,0.957299476334354+0.0382919790533742i,-0.727547602014109+0.880715518227606i,1.11046739254785+0.268043853373619i,-0.421211769587116+0.804131560120858i,0.114875937160123+0.268043853373619i,-0.191459895266871+0.650963643907361i
0.114875937160123+0.191459895266871i,-1.0338834344411-0.727547602014109i,-0.497795727693864+0.957299476334354i,-0.344627811480368-0.957299476334354i,-0.114875937160123+0.0382919790533742i,0.727547602014109+0.0382919790533742i,0.421211769587116+0.191459895266871i,-0.650963643907361-0.957299476334354i,0.727547602014109-0.804131560120858i,-0.727547602014109+0.804131560120858i,0.497795727693864-0.574379685800613i,0.880715518227606-1.0338834344411i,-0.727547602014109+1.1870513506546i,0.344627811480368-0.114875937160123i,0.880715518227606-0.344627811480368i
0.421211769587116-0.727547602014109i,0.497795727693864+0.268043853373619i,-1.0338834344411+0.0382919790533742i,-0.957299476334354-0.880715518227606i,0.0382919790533742-0.0382919790533742i,0.421211769587116+1.11046739254785i,-0.421211769587116-0.191459895266871i,-0.114875937160123-1.11046739254785i,-0.804131560120858-1.1870513506546i,0.727547602014109+0.880715518227606i,0.574379685800613-0.114875937160123i,1.1870513506546+0.0382919790533742i,0.880715518227606+0.0382919790533742i,0.957299476334354-0.727547602014109i,0.497795727693864+0.957299476334354i
0.114875937160123+0.880715518227606i,-1.0338834344411-1.1870513506546i,0.421211769587116-1.1870513506546i,-0.421211769587116-1.1870513506546i,0.650963643907361-0.650963643907361i,0.957299476334354-0.880715518227606i,0.114875937160123+1.1870513506546i,-0.344627811480368-0.268043853373619i,0.957299476334354-0.574379685800613i,-0.268043853373619-1.0338834344411i,-0.268043853373619+0.344627811480368i,0.650963643907361-0.880715518227606i,-0.880715518227606-0.421211769587116i,0.957299476334354-1.0338834344411i,-0.880715518227606-0.344627811480368i
0.268043853373619+0.957299476334354i,0.574379685800613-0.421211769587116i,-0.574379685800613+0.957299476334354i,-0.880715518227606-1.0338834344411i,1.1870513506546+0.114875937160123i,1.0338834344411+0.344627811480368i,0.727547602014109+0.268043853373619i,0.114875937160123+0.497795727693864i,-1.0338834344411+0.650963643907361i,0.268043853373619+1.1870513506546i,-0.114875937160123-0.268043853373619i,0.421211769587116+0.650963643907361i,-0.957299476334354-0.957299476334354i,0.880715518227606+0.574379685800613i,0.957299476334354+0.497795727693864i
0.421211769587116-0.650963643907361i,-0.344627811480368+0.0382919790533742i,-0.574379685800613-0.880715518227606i,-0.268043853373619-0.191459895266871i,0.650963643907361-0.574379685800613i,0.191459895266871-0.650963643907361i,0.574379685800613-0.574379685800613i,-0.957299476334354+0.574379685800613i,0.957299476334354-0.574379685800613i,0.191459895266871+0.421211769587116i,0.957299476334354-0.650963643907361i,-0.574379685800613-0.574379685800613i,0.114875937160123-0.421211769587116i,-1.0338834344411-0.650963643907361i,-0.957299476334354-0.574379685800613i
-0.880715518227606-0.574379685800613i,-1.0338834344411+1.0338834344411i,-0.191459895266871-0.727547602014109i,0.957299476334354+0.880715518227606i,0.114875937160123-1.1870513506546i,-0.268043853373619-0.957299476334354i,-0.804131560120858+0.650963643907361i,-0.114875937160123-0.804131560120858i,-1.1870513506546+0.421211769587116i,0.0382919790533742-0.268043853373619i,-0.421211769587116-1.1870513506546i,-0.650963643907361-1.11046739254785i,-1.11046739254785-0.804131560120858i,0.727547602014109-0.497795727693864i,0.957299476334354+1.0338834344411i
0.421211769587116-0.880715518227606i,0.114875937160123+0.497795727693864i,-0.191459895266871+0.421211769587116i,-0.421211769587116-1.0338834344411i,-0.957299476334354+0.957299476334354i,-0.650963643907361+0.497795727693864i,0.574379685800613-0.957299476334354i,-0.574379685800613+0.421211769587116i,-0.421211769587116-0.114875937160123i,0.804131560120858+0.0382919790533742i,0.574379685800613-0.344627811480368i,-0.497795727693864-1.1870513506546i,0.421211769587116+0.344627811480368i,-0.650963643907361-1.1870513506546i,-0.268043853373619-0.421211769587116i
-1.1870513506546-0.114875937160123i,-1.1870513506546+0.344627811480368i,0.421211769587116-0.0382919790533742i,0.880715518227606+0.191459895266871i,1.11046739254785-1.0338834344411i,1.0338834344411-0.727547602014109i,-0.191459895266871-0.344627811480368i,0.344627811480368+0.497795727693864i,-0.268043853373619-1.1870513506546i,0.574379685800613-0.114875937160123i,0.114875937160123+0.574379685800613i,-1.1870513506546-1.11046739254785i,-0.880715518227606-1.11046739254785i,-0.804131560120858+0.421211769587116i,0.344627811480368+0.804131560120858i
0.114875937160123-0.344627811480368i,1.1870513506546-0.114875937160123i,-1.11046739254785-0.804131560120858i,-0.268043853373619-0.497795727693864i,-0.497795727693864-0.650963643907361i,-0.957299476334354-0.804131560120858i,-1.0338834344411+1.11046739254785i,1.0338834344411-1.11046739254785i,0.880715518227606+1.11046739254785i,0.191459895266871-0.957299476334354i,-1.11046739254785-0.268043853373619i,-0.497795727693864-0.880715518227606i,-0.727547602014109-0.574379685800613i,1.11046739254785+1.11046739254785i,0.0382919790533742-0.880715518227606i
-1.1870513506546-0.0382919790533742i,0.421211769587116+0.880715518227606i,-1.1870513506546+0.574379685800613i,-0.0382919790533742-0.191459895266871i,-0.421211769587116+0.191459895266871i,0.421211769587116+0.650963643907361i,0.0382919790533742-0.880715518227606i,-0.0382919790533742+0.727547602014109i,0.268043853373619-0.344627811480368i,-0.574379685800613+0.114875937160123i,0.268043853373619+1.0338834344411i,-0.0382919790533742-0.574379685800613i,-0.114875937160123-0.344627811480368i,0.804131560120858-0.497795727693864i,0.880715518227606-0.344627811480368i
-1.0338834344411+0.727547602014109i,-1.1870513506546-0.0382919790533742i,-1.1870513506546-0.497795727693864i,0.421211769587116+0.727547602014109i,0.574379685800613+0.191459895266871i,-1.0338834344411-1.11046739254785i,0.421211769587116-0.804131560120858i,-0.0382919790533742-0.497795727693864i,0.727547602014109-1.11046739254785i,-0.421211769587116+0.497795727693864i,0.0382919790533742-0.344627811480368i,0.727547602014109+0.574379685800613i,0.650963643907361-0.268043853373619i,-0.114875937160123+1.11046739254785i,-0.650963643907361+0.650963643907361i
-0.727547602014109+0.421211769587116i,1.0338834344411+0.344627811480368i,1.0338834344411+0.191459895266871i,-0.497795727693864-1.0338834344411i,1.0338834344411+0.957299476334354i,0.114875937160123-1.1870513506546i,-0.804131560120858-0.268043853373619i,0.574379685800613+0.421211769587116i,-0.727547602014109-1.1870513506546i,0.497795727693864+0.880715518227606i,0.804131560120858-0.114875937160123i,0.268043853373619-1.11046739254785i,-1.0338834344411+1.0338834344411i,1.1870513506546-0.421211769587116i,0.727547602014109+0.804131560120858i
-0.727547602014109-0.114875937160123i,-0.0382919790533742+0.421211769587116i,-0.0382919790533742+1.0338834344411i,0.727547602014109+0.191459895266871i,-1.1870513506546+0.574379685800613i,-1.11046739254785+0.574379685800613i,0.574379685800613-0.344627811480368i,-0.880715518227606-0.804131560120858i,-0.497795727693864-0.344627811480368i,-0.497795727693864-1.11046739254785i,1.1870513506546-1.0338834344411i,-1.11046739254785+0.0382919790533742i,0.804131560120858+0.191459895266871i,0.727547602014109+1.0338834344411i,1.0338834344411-1.0338834344411i
0.114875937160123+0.114875937160123i,0.0382919790533742-0.268043853373619i,0.880715518227606+0.344627811480368i,-0.421211769587116+0.650963643907361i,-0.268043853373619+0.727547602014109i,1.11046739254785-0.191459895266871i,-0.727547602014109+1.1870513506546i,0.650963643907361-0.421211769587116i,0.0382919790533742+0.957299476334354i,0.114875937160123-0.497795727693864i,-0.650963643907361+0.344627811480368i,-0.497795727693864+1.11046739254785i,0.344627811480368+0.727547602014109i,-1.0338834344411+0.344627811480368i,-0.880715518227606+0.421211769587116i
0.574379685800613-0.421211769587116i,-0.804131560120858+0.268043853373619i,0.421211769587116+0.114875937160123i,0.191459895266871+0.727547602014109i,0.574379685800613+0.0382919790533742i,0.268043853373619+1.1870513506546i,0.804131560120858+0.268043853373619i,0.880715518227606-1.0338834344411i,1.1870513506546+0.497795727693864i,0.0382919790533742+1.11046739254785i,1.11046739254785-1.1870513506546i,1.0338834344411-0.727547602014109i,0.804131560120858+0.804131560120858i,-0.804131560120858+0.421211769587116i,0.957299476334354+0.650963643907361i
-1.1870513506546+0.344627811480368i,-0.0382919790533742-0.804131560120858i,-0.0382919790533742+0.497795727693864i,1.11046739254785+1.1870513506546i,1.0338834344411-0.880715518227606i,-1.1870513506546-0.804131560120858i,0.421211769587116+0.804131560120858i,0.574379685800613+0.497795727693864i,0.268043853373619-0.880715518227606i,-0.114875937160123-1.11046739254785i,0.650963643907361+0.191459895266871i,0.268043853373619+0.804131560120858i,-0.650963643907361-0.804131560120858i,1.0338834344411-0.804131560120858i,0.0382919790533742-0.804131560120858i
0.574379685800613+0.268043853373619i,0.650963643907361-0.114875937160123i,-0.727547602014109+0.650963643907361i,-0.727547602014109-0.880715518227606i,-0.497795727693864-0.0382919790533742i,0.344627811480368+0.0382919790533742i,1.11046739254785+0.804131560120858i,1.0338834344411-0.497795727693864i,-0.727547602014109-0.497795727693864i,0.191459895266871-0.114875937160123i,0.344627811480368-0.0382919790533742i,1.11046739254785+0.0382919790533742i,-0.114875937160123-0.804131560120858i,-0.268043853373619-0.268043853373619i,-0.421211769587116-1.0338834344411i
-1.1870513506546+0.957299476334354i,1.1870513506546-0.191459895266871i,0.191459895266871+0.421211769587116i,1.11046739254785+0.0382919790533742i,-0.191459895266871-0.804131560120858i,-0.727547602014109+0.191459895266871i,-0.574379685800613-0.191459895266871i,-0.344627811480368-0.114875937160123i,-0.344627811480368+0.344627811480368i,-1.11046739254785+0.344627811480368i,0.0382919790533742-1.1870513506546i,-0.727547602014109+0.727547602014109i,0.804131560120858-1.1870513506546i,1.0338834344411+1.1870513506546i,-1.0338834344411+0.421211769587116i
-0.880715518227606-0.574379685800613i,-0.650963643907361+0.650963643907361i,-0.804131560120858-1.11046739254785i,0.957299476334354-0.957299476334354i,0.574379685800613+0.497795727693864i,0.497795727693864+0.268043853373619i,-0.497795727693864-0.650963643907361i,-0.650963643907361+0.114875937160123i,0.497795727693864+1.1870513506546i,-0.650963643907361+0.880715518227606i,-0.0382919790533742-1.11046739254785i,0.268043853373619-0.650963643907361i,1.1870513506546-0.497795727693864i,-0.344627811480368-1.1870513506546i,-1.0338834344411+0.268043853373619i
-0.880715518227606+0.727547602014109i,-0.957299476334354+0.727547602014109i,0.268043853373619-0.0382919790533742i,-0.957299476334354-0.421211769587116i,0.191459895266871-0.880715518227606i,-1.0338834344411+0.804131560120858i,0.497795727693864+0.191459895266871i,0.957299476334354+0.268043853373619i,0.957299476334354-0.880715518227606i,-0.957299476334354+0.957299476334354i,0.957299476334354-0.880715518227606i,0.191459895266871+0.268043853373619i,0.0382919790533742-0.957299476334354i,-1.1870513506546-0.114875937160123i,0.957299476334354+0.880715518227606i
0.574379685800613+0.0382919790533742i,-0.114875937160123+0.880715518227606i,0.421211769587116-0.421211769587116i,-0.268043853373619-0.650963643907361i,-0.727547602014109-0.268043853373619i,0.497795727693864+0.497795727693864i,0.114875937160123-0.727547602014109i,0.650963643907361-0.114875937160123i,-0.804131560120858+0.650963643907361i,0.344627811480368+0.880715518227606i,-0.804131560120858-1.0338834344411i,-1.11046739254785-0.957299476334354i,0.497795727693864+0.650963643907361i,0.497795727693864+0.344627811480368i,-0.880715518227606-0.344627811480368i
0.114875937160123-0.421211769587116i,-0.421211769587116-0.804131560120858i,-0.957299476334354+0.268043853373619i,-0.497795727693864-0.191459895266871i,-0.0382919790533742-0.497795727693864i,-0.421211769587116-0.650963643907361i,0.957299476334354+0.727547602014109i,0.880715518227606-0.880715518227606i,-1.0338834344411+0.650963643907361i,0.574379685800613+0.497795727693864i,0.191459895266871-0.880715518227606i,-0.957299476334354+1.1870513506546i,-0.880715518227606-1.11046739254785i,-0.191459895266871-0.191459895266871i,0.727547602014109+0.727547602014109i
-1.1870513506546+0.574379685800613i,0.957299476334354+0.421211769587116i,-0.650963643907361-0.191459895266871i,1.1870513506546+0.114875937160123i,-0.574379685800613-0.727547602014109i,0.804131560120858+0.344627811480368i,1.0338834344411+1.0338834344411i,-0.268043853373619+0.0382919790533742i,0.114875937160123+1.0338834344411i,-0.0382919790533742-0.0382919790533742i,-0.880715518227606-0.727547602014109i,-0.191459895266871-0.880715518227606i,0.804131560120858-0.497795727693864i,0.268043853373619+0.574379685800613i,-0.421211769587116+0.957299476334354i
-1.1870513506546-0.650963643907361i,-0.804131560120858-1.0338834344411i,0.650963643907361-0.114875937160123i,0.0382919790533742+1.1870513506546i,-0.0382919790533742+0.114875937160123i,0.191459895266871-1.1870513506546i,-1.0338834344411-0.957299476334354i,-0.191459895266871-0.650963643907361i,1.11046739254785-0.880715518227606i,1.11046739254785+0.0382919790533742i,0.574379685800613-0.650963643907361i,-0.344627811480368+0.574379685800613i,-0.574379685800613-1.11046739254785i,-1.0338834344411+1.1870513506546i,0.421211769587116-0.804131560120858i
-1.1870513506546-0.268043853373619i,-0.727547602014109-0.191459895266871i,0.268043853373619+0.957299476334354i,-0.650963643907361+1.0338834344411i,0.650963643907361+0.650963643907361i,0.268043853373619-0.421211769587116i,0.880715518227606+0.957299476334354i,-0.574379685800613-0.650963643907361i,-0.0382919790533742+0.957299476334354i,-0.804131560120858+0.497795727693864i,-0.650963643907361-0.114875937160123i,-0.421211769587116-0.804131560120858i,-0.114875937160123-1.1870513506546i,0.0382919790533742+1.1870513506546i,-0.957299476334354-0.957299476334354i
0.421211769587116-0.268043853373619i,-0.804131560120858+0.0382919790533742i,-0.727547602014109-1.11046739254785i,0.957299476334354-0.191459895266871i,-0.880715518227606-0.344627811480368i,0.880715518227606-0.880715518227606i,-0.804131560120858-0.344627811480368i,-0.0382919790533742+0.344627811480368i,-0.804131560120858-0.497795727693864i,0.0382919790533742-0.191459895266871i,-0.804131560120858+0.574379685800613i,0.268043853373619+0.114875937160123i,0.421211769587116-0.957299476334354i,-0.497795727693864-0.804131560120858i,1.0338834344411-1.11046739254785i
0.268043853373619+0.574379685800613i,0.344627811480368+0.497795727693864i,0.268043853373619+0.497795727693864i,0.268043853373619+0.880715518227606i,-0.497795727693864-1.1870513506546i,-0.804131560120858-0.804131560120858i,0.574379685800613-0.574379685800613i,-0.344627811480368+0.344627811480368i,1.1870513506546+0.574379685800613i,0.804131560120858+0.957299476334354i,0.880715518227606+0.114875937160123i,-1.11046739254785+0.957299476334354i,-1.1870513506546+0.421211769587116i,-1.1870513506546-0.421211769587116i,0.0382919790533742+0.574379685800613i
0.574379685800613-0.421211769587116i,-0.574379685800613+0.804131560120858i,-0.957299476334354-1.0338834344411i,-0.191459895266871-0.957299476334354i,-0.727547602014109+0.191459895266871i,1.1870513506546-1.0338834344411i,-0.727547602014109-0.344627811480368i,-0.650963643907361-1.11046739254785i,-0.880715518227606-0.268043853373619i,-0.421211769587116+0.114875937160123i,0.344627811480368-0.191459895266871i,-0.880715518227606+0.191459895266871i,-0.957299476334354-0.0382919790533742i,0.804131560120858-0.804131560120858i,0.191459895266871+0.804131560120858i
-0.880715518227606-1.11046739254785i,-0.421211769587116-1.1870513506546i,-1.0338834344411-0.344627811480368i,-0.957299476334354+1.1870513506546i,-1.0338834344411+0.727547602014109i,-1.0338834344411-1.1870513506546i,-0.574379685800613+0.0382919790533742i,-0.268043853373619+0.727547602014109i,-0.497795727693864-0.880715518227606i,0.957299476334354-0.268043853373619i,-0.344627811480368+0.957299476334354i,-0.880715518227606+1.11046739254785i,-0.421211769587116+1.11046739254785i,-0.268043853373619-1.11046739254785i,-0.114875937160123+1.0338834344411i
0.574379685800613-1.11046739254785i,-0.114875937160123+0.497795727693864i,0.727547602014109-0.804131560120858i,0.268043853373619+0.650963643907361i,0.191459895266871-0.804131560120858i,-1.1870513506546-1.1870513506546i,-1.1870513506546+1.1870513506546i,1.11046739254785-0.650963643907361i,-1.11046739254785+0.497795727693864i,-0.880715518227606+0.957299476334354i,-0.0382919790533742+0.191459895266871i,-0.497795727693864+0.114875937160123i,0.727547602014109+0.191459895266871i,0.574379685800613-1.1870513506546i,-0.191459895266871+0.421211769587116i
